paper_id,query,title,abstract,label,query_type,abstract_length,label_length
23465,does vision impacts learning ?,A Real Time Vision System as an AID in Learning Tasks in Robotics,"Abstract This paper presents how vision can aid a learning system during the training phase. The learning system has no initial knowledge about the process, the task is to manipulate a planar object by tilting a tray and place it in a desired position and orientation. The vision system will be used as an accurate instrument for measuring parameters of the process as well as it will have real time capabilities for recording data that occur at much more frequency that can be stored with a commercial board. This work was carried out at the Manipulation Laboratory in Carnegie Mellon University during the summer of 1991.",Vision can aid a learning system during the training phase by measuring parameters of the process and recording real-time data.,question,623,127.0
19920,how to define free-ranging-dogs?,Free-ranging dogs understand human intentions and adjust their behavioral responses accordingly,"Domestic dogs (Canis lupus familiaris) are remarkably sensitive and responsive while interacting with humans. Pet dogs are known to have social skills and abilities to display situation-specific responses, but there is lack of information regarding free-ranging dogs which constitute majority of the world’s dog population. Free-ranging dogs found in most of the developing countries interact constantly with familiar and unfamiliar humans receiving both positive and negative behavior. Thus, understanding human intentions and subsequent behavioral adjustments are crucial for dogs that share habitats with humans. Here we subjected free-ranging dogs to different human social communicative cues (friendly and threatening – low and high), followed by a food provisioning phase and tested their responsiveness. Dogs exhibited higher proximity seeking behavior as a reaction to friendly gesture whereas, they were prompted to maintain distance depending on the impact of the threatening cues. Interestingly, only the high-impact threatening showed to have a persistent effect which also remained during the subsequent food provisioning phase. An elevated approach in the food provisioning phase elicited the dependency of free-ranging dogs on humans for sustenance. Our findings suggest that free-ranging dogs demonstrate behavioral plasticity on interacting with humans; which provides significant insights into the establishment of the dog-human relationship on streets.","Free-ranging dogs are those that constantly interact with familiar and unfamiliar humans, sharing habitats with them and demonstrating behavioral plasticity in response to human cues.",question,1471,183.0
11732,can nanobodies (or vhh) enter the blood-brain-barrier?,Abstract T P234: Cell Cycle Inhibition via Blocking Src Family Kinases Promotes Hippocampal Neuron Survival and Improves Cognitive Function after Intraventricular Hemorrhage,"Intraventricular hemorrhage (IVH) is one of the most serious hemorrhagic brain diseases being associated with blood brain barrier (BBB) disruption, brain edema, neuron loss, cognitive impairment and high mortality in humans. Increasing evidence suggests that neuronal cell death ensues when neurons attempt to re-enter the cell cycle. Our previous study has demonstrated that cell cycle inhibition via blocking Src family kinases (SFKs) prevents neuronal cell death. However, one of the concerns with cell cycle therapy might be that it would inhibit proliferation of neural progenitor cells (NPCs) and that inhibiting neurogenesis would produce cognitive effects related to the therapy itself.
 Using the rodent in vivo IVH model we show that i.p. injection of SFK inhibitor (PP2) prevents IVH-induced death of hippocampal neurons and cognitive deficits assessed on the Morris Water Maze. Moreover, PP2 (i.p.) alone did not affect proliferation of NPCs and did not affect cognition. Since there are several SFK gene family members in brain, we targeted specific SFK subtypes (e.g. Fyn, Lck and c-Src) using a newly developed in vivo nanoparticle-based siRNA transfection system. We show that nanoparticle-siRNA-Fyn plus nanoparticle-siRNA-Src attenuate IVH-induced neuron loss and cognitive deficits. Nanoparticle-siRNA-Fyn nor nanoparticle-siRNA-Src had no significant affects on population of NPCs or cognitive side effects, possibly because the nanoparticle-based siRNA transfection system only produces transient knockdown of the gene targets. This could provide a novel therapy for treating IVH patients as the nanoparticle-based siRNA approach provides heightened specificity for specific SFK gene(s) with less off target effects and this approach has been used in humans.
 
 Acknowledgements:
 This study was supported by AHA Beginning Grant-in-Aid 12BGIA12060381 (DZL) and NIH grant NS054652 (FRS). There were no conflicts of interest.
",Nanoparticle-based siRNA transfection system can attenuate IVH-induced neuron loss and cognitive deficits.,question,1945,106.0
19258,Does fish oil fail to improve symptoms of depression?,Fish Oil Supplementation for Depression,"Abstract Fish oil is a rich source of long-chain omega-3 polyunsaturated fatty acids (LCn-3 PUFAs), including eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA). Over the past threedecades, a converging body of evidence has implicated dietary deficiency in LCn-3 PUFAs in the pathophysiology and etiology of major depressive disorder (MDD), and that fish oil supplementation reduces depressive symptoms. Recently emerging neuroimaging evidence further suggests fish oil supplementation promotes neuronal resilience and white-matter integrity. Translational evidence suggests elevated proinflammatory signaling, deficits in cerebral perfusion and glucose utilization, and synaptic regression may mediate the association between LCn-3 PUFA insufficiency and central pathological processes implicated in MDD. Together, this body of evidence provides a strong rationale for identifying and treating LCn-3 PUFA deficiency in patients with or at risk for MDD in a broader effort to optimize treatment and improve long-term health outcomes for patients.",Fish oil supplementation reduces depressive symptoms and promotes neuronal resilience and white-matter integrity.,question,1054,113.0
549,how does social inequality affect the mental health of people in india,Social Vulnerability and Mental Health Inequalities in the “Syndemic”: Call for Action,"Covid-19 is referred to as a “syndemic,” i.e., the consequences of the disease are exacerbated by social and economic disparity. Poor housing, unstable work conditions, caste, class, race and gender based inequities and low incomes have a profound effect on mental health and wellbeing. Such disparities are increasing between, among and within countries and are exacerbated by human rights violations, in institution and in society, stigma and discrimination. Social capital can mediate health outcomes, through trust and reciprocity, political participation, and by mental health service systems, which can be coercive or more open to demand of emancipation and freedom. Societal inequalities affect especially vulnerable groups, and Covid itself had a wider impact on the most socially vulnerable and marginalized populations, suffering for structural discrimination and violence. There are complex relations among these social processes and domains, and mental health inequalities and disparity. Participation and engagement of citizens and community organizations is now required in order to achieve a radical transformation in mental health. A Local and Global Action Plan has been launched recently, by a coalition of organizations representing people with lived experience of mental health care; who use services; family members, mental health professionals, policy makers and researchers, such as the International Mental Health Collaborating Network, the World Federation for Mental Health, the World Association for Psychosocial Rehabilitation, the Global Alliance of Mental Illness Advocacy Networks (GAMIAN), The Mental Health Resource Hub in Chennai, India, The Movement for Global Mental Health (MGMH) and others. The Action Plan addresses the need for fundamental change by focusing on social determinants and achieving equity in mental health care. Equally the need for the politics of wellbeing has to be embedded in a system that places mental health within development and social justice paradigm, enhancing core human capabilities and contrasting discriminatory practices. These targets are for people and organizations to adopt locally within their communities and services, and also to indicate possible innovative solutions to Politics. This global endeavor may represent an alternative to the global mental discourse inspired by the traditional biomedical model.","Social and economic disparities, such as poor housing, unstable work conditions, and caste, class, race, and gender inequities, have a profound effect on mental health and wellbeing in India.",question,2387,191.0
3877,advantages and disadvantages of open borders,Attitudes to a Relaxation of the EU Border Regime: Economically Beneficial but Politically Unrealistic?,"Viewed from an economic perspective, the EU border regime is something of an anomaly in that it impedes the satisfaction of labour market demand by restricting the movement of people. This contrasts with the much freer movement of capital and goods across EU borders. Despite this contrast, my interviewees consistently regarded the concept of open borders as naive and politically impossible, even though they recognized both the economic benefits that have accrued in Ireland from inward migration, and various ethical arguments for more relaxed migration regimes. I argue that this is an indication of the symbolic power over the imagination of the ideal of state territorial borders as constitutive of national (and personal) identity.",Open borders are seen as economically beneficial but politically unrealistic due to the symbolic power of state territorial borders in shaping national identity.,phrase,739,161.0
2726,effect of nutrition on obesity,Satiety Profiles in Obese and Normal Adults After High-Carbohydrate Diet Ingestion,"Background : Obesity is one of the nutritional problems with an increase in prevalence every year. To avoid obesity, the selection of foods with the right nutrients is needed. The choice of foods with the right nutrients can affect the span of satiety. Carbohydrate is one of the macronutrients consumed in large quantities every day. Carbohydrate is important components that play a role in insulin secretion and postprandial blood glucose. Objective : To determine the differences of satiety profiles in obese and normal adults after high-carbohydrate diet ingestion. Methods : The study design was experimental with a pre-post group. The research subjects were 17 peoples about 20-23 years old were given two isoenergetic high carbohydrate meal tests. Satiety was measured using a Visual Analogue Score (VAS) questionnaire. Nutritional status is determined by BMI indicators. Data were analyzed using independent sample t-test and paired t-test. Results : The average of fullness in obese subjects (207.81±63.03), higher than normal subjects (141.97±37.65). The average of hunger, prospective food consumption (PFC), and desire to eat in obese subjects were 46.31±28.48; 40.08±20.83; 37.39±26.86 and the normal subjects were 54.80±15.92; 49.09±14.17; 46.20±16.56 respectively. The effect of satiety profile in obese subjects stopped at 150 minutes, faster than the normal subject’s which still exist until 180 minutes after ingestion. Conclusion : There is a significant difference of satiety profiles in obese and normal adults. Normal subjects have satiety effects longer than obese subjects after high-carbohydrate diet ingestion. Keywords : Carbohydrate; Glycemic Index; Satiety; Nutritional status.",Normal subjects have satiety effects longer than obese subjects after high-carbohydrate diet ingestion.,phrase,1706,103.0
2198,do turtles ingest plastic?,"Ingestion of plastic marine litter by sea turtles in southern Brazil: abundance, characteristics and potential selectivity.","The ingestion of plastic marine litter (PML) by sea turtles is widespread and concerning, and the five species that occur in the southwestern Atlantic - green, loggerhead, olive ridley, leatherback and hawksbill - are vulnerable to this pollution. Here, we quantified and characterized PML ingested by these species in southern Brazil, and observed PML ingestion in 49 of 86 sampled individuals (~57.0%). Green turtles presented the highest rates and variety of ingested plastics, and such ingestion has been high at least since 1997. Omnivorous turtles presented higher PML ingestion than carnivorous ones. Loggerheads displayed a negative correlation between body size and number of ingested items. Green turtles ingested mostly flexible transparent and flexible/hard white plastics; loggerheads ate mainly flexible, hard and foam fragments, in white and black/brown colors. These results help us better understand PML ingestion by sea turtles, highlighting the seriousness of this threat and providing information for prevention and mitigation strategies.","Turtles in southern Brazil ingest plastic marine litter, with green turtles having the highest rates and variety of ingested plastics.",question,1058,134.0
21081,what are the factors that affect pig production?,ENVIRONMENTAL FACTORS AFFECTING THE COMPONENTS OF PRODUCTION AND LIFETIME PRODUTIVITY OF SOWS,"The objective of this review was to describe environmental factors that influence the production and productivity components during the stay of the sows in the herd. The sow productivity can be measured as the number or kilograms of pigs born alive and weaned per litter, per year or during the stay in the herd. The effect of year and farm are important sources of variation, are mainly due to climatic changes and differences in management. The effect of season in tropical regions is due to heat stress and high humidity in the hot season. The first parity sows have intervals between farrowing and weaning to conception intervals larger and smaller litters compared to sows. Productivity during the productive life is affected by handling each farm, age and the number of piglets born at first farrowing and cause waste. Most studies are in temperate zones. In conclusion, the productivity of sows is affected by different climatic conditions of each region and management differences between farms in different years and season, as well as by the number of parity, so it is important to characterize the specific conditions of each farm or region.","Sow productivity is affected by climatic conditions, management differences between farms, season, and the number of parity.",question,1152,124.0
23175,legal protection of ai-generated content under ip law,"Ownership, liability, patentability, and creativity issues in artificial intelligence","ABSTRACT While Artificial Intelligence technologies find increasing use in different industries such as transportation, healthcare and other services, it gives rise to legal complexities in respect of ownership and liability of AI, patentability of AI inventions, and creativity & ownership of AI-generated works attributable to various components of AI. The autonomous decision-making ability of AI challenges the existing IP framework. Since AI machines can “think” and “act” without any human effort, if any damage or harm occurs to the properties, does the current model of tort liability (product liability, negligence, strict liability) adequately address the legal concerns? Robust regulatory bodies and institutional mechanisms are required to develop rigorous safety standards and establish safety certification processes for AI. Even though AI inventions can be patented, many jurisdictions recognize only a “human” as an inventor and not the AI. With the increasing capability of AI to generate works without human intervention, there seems to be a strong case for granting copyright protection to AI-generated works. Exploring a separate legal framework for AI to reduce ambiguity and increase accountability would be in order.","A strong case exists for granting copyright protection to AI-generated works, but current IP frameworks may need separate legal frameworks for AI to reduce ambiguity and increase accountability.",phrase,1239,194.0
2912,how do i reduce ldl cholesterol?,"Design and Rationale of the LAPLACE‐TIMI 57 Trial: A Phase II, Double‐Blind, Placebo‐Controlled Study of the Efficacy and Tolerability of a Monoclonal Antibody Inhibitor of PCSK9 in Subjects With Hypercholesterolemia on Background Statin Therapy","Lowering low‐density lipoprotein cholesterol (LDL‐C) is a cornerstone for the prevention of atherosclerotic heart disease, improving clinical outcomes and reducing vascular mortality in patients with hypercholesterolemia. The clinical benefits of LDL‐C reduction appear to extend even to patients starting with LDL‐C as low as 60–80 mg/dL prior to initiating therapy. Statins are the first‐line agents for treating hypercholesterolemia and are effective in reducing LDL‐C, but many patients are unable to achieve their optimal lipid targets despite intensive statin therapy. Therefore, there has been a strong impetus for the development of novel pharmacologic agents designed to lower LDL‐C further in patients already on statin therapy. Genetic mutations resulting in altered cholesterol homeostasis provide valuable information regarding novel approaches for treating hypercholesterolemia. To that end, mutations in proprotein convertase subtilisin/kexin type 9 (PCSK9) were linked to altered levels of LDL‐C, illustrating this protein's role in lipid metabolism. PCSK9 promotes degradation of the LDL receptor, preventing its transport back to the cell surface and thereby increasing circulating LDL‐C. Conversely, inhibition of PCSK9 can profoundly decrease circulating LDL‐C, and thus is an attractive new target for LDL‐C–lowering therapy. AMG 145 is a fully human monoclonal immunoglobulin G2 antibody that binds specifically to human PCSK9 and inhibits its interaction with the low‐density lipoprotein receptor. In this manuscript, we describe the rationale and design of LDL‐C Assessment with PCSK9 Monoclonal Antibody Inhibition Combined With Statin Therapy–Thrombolysis In Myocardial Infarction 57 (LAPLACE‐TIMI 57; NCT01380730), a 12‐week, randomized, double‐blind, dose‐ranging, placebo‐controlled study designed to assess the safety and efficacy of AMG 145 when added to statin therapy in patients with hypercholesterolemia. Clin. Cardiol. 2012. doi: 10.1002/clc.22014","Inhibition of PCSK9 can profoundly decrease circulating LDL-C, making it an attractive new target for LDL-C-lowering therapy.",question,1983,125.0
12484,does spirituality increases cognitive reserve?,INCREASE‐DEPTH: MTM and DEPrescribing THerapy recommendations for medication‐related problems among elderly adults in the INCREASE trial,"A growing body of literature supports the hypothesis that cognitive reserve (CR) may offset the characteristic progression of dementia symptomatology. The cognitive function of polypharmacy‐prone populations, such as older adults, can be negatively impacted by various factors, including medication‐related exposures. The INCREASE trial prospectively measures the effect of targeted medication management therapy (MTM) services for medication‐related problem (MRP) reduction, maintaining CR, and delaying AD manifestations.",The INCREASE trial measures the effect of targeted medication management therapy on maintaining cognitive reserve and delaying dementia symptoms in older adults.,question,523,161.0
21792,the effectiveness of trustmarks,Online Privacy Trustmarks,"ABSTRACT Consumer views of advertiser ethics are of industry concern due to growing consumer angst regarding data privacy and behavioral advertising. several privacy trustmarks have been created to address consumer concerns, potentially acting as seals of approval regarding privacy practices. The authors examine whether a privacy trustmark's ability to influence consumer perceptions of advertiser ethics and privacy concerns is moderated by consumer desire for privacy and attitude toward advertising in general. using an online advertising context, the results show that a privacy trustmark can enhance the perceived ethics of an online advertiser for certain market segments but not for others.",A privacy trustmark can enhance the perceived ethics of an online advertiser for certain market segments but not for others.,phrase,699,124.0
15947,Does cell phone usage help improve anxiety?,Adicción al móvil en alumnos de secundaria: efectos en la convivencia,"The objective of this study was to evaluate the patterns of mobile phone use among in secondary school students. Further, we assessed psychological (anxiety, depression) and behavioral correlates and association with school performance. To carry out the study we had 528 students, aged between 12 and 19 years, belonging to five schools, four public and one grant-aided private school. The instruments used were the Beck Depression Inventory (BDI), the Beck Anxiety Inventory (BAI), the low self-esteem and the school problems subscales of the MMPI-A Personality Questionnaire, and the Mobile Overuse Scale (COS). The results indicate that a significant percentage of students who abuse cellphones show anxious and depressive symptoms, and low self-esteem. Of participants, 14.8% obtained scores placing them in a range of medium-high to high for school problems associated to pathological use of the mobile phone. All these results highlight the need to establish interventions to reduce maladjusted behavioural patterns and improve school coexistence.","A significant percentage of students who abuse cellphones show anxious and depressive symptoms, and low self-esteem.",question,1053,116.0
19654,do interest rates impact inflation?,Impact of Interest Rate and Inflation on Stock Market Index: A Case of Pakistan,"AbstractThe multidimensional impact of inflation has been widely investigated empirically. In continuation of the same, it is argued that inflation has a strong influence over stock market indexes. In this discussion influence of interest rate on stock market index have also a prime importance. This paper attempts to study the impact of interest rate and inflation on stock market index. We have taken KSE100 as dependent variable and CPI, REER, and WALR as independent variables. We have found CPI and WALR statistically significant at 95% level. Our results show the value of R^sup 2^ coefficient of determination as 0.70, which means that 70% variation in KSE100 index is being explained by CPI, REER, and WALR (independent variables). The beta coefficient of inflation shows its positive relationship with KSE100, which means that an increase in inflation can raise the KSE 100 index value. However, persistent inflation will eventually build high future expectations about higher inflation, resulting in a negative impact on KSE100 index. The coefficient of WALR shows a significant and negative relationship of WALR with KSE 100.Keywords: inflation; stock market indexes; interest rate; KSE100; CPI; REER; WALRIntroductionThe impact of inflation and interest rates on the stock market has been of great importance. Persistent increase in current inflation results in increased share prices whereas increase in future expectations of inflation gives opposite results (Feldstein, 1980). The interest rates have different relationships with the stock market depending on their term structure. According to the FED model, the Treasury bond yields and the yield on earnings and dividends on stocks are either equal or highly correlated.Literature ReviewAccording to the FED model, the Treasury bond yields and the yield on earnings and dividends on stocks are either equal or highly correlated.Academics have concluded that the model is inconsistent with a rational valuation of the stock market (see for instance, Asness (2003), Feinman (2005), Campbell and Vuolteenaho (2004), Cohen, Polk and Vuolteenaho (2005), Ritter and Warr (2002) and Sharpe (2002)), while some confirmed the viability of the Fed model (see the references in Estrada (2005).Adams et al (2004) found a negative relationship between unexpected inflation and stock prices. They found that any unexpected change PPI and the CPI influences the stock prices negatively. Explaining the time lag between increase in inflation and stock prices reaction they highlighted a time lapse of 10-20 minutes. It means when inflation news is received in the market right after 10-20 minutes of that, stock prices start responding it. He further maintained that the effect of inflation will be deeper if the economy is larger and it will directly vary with the size of economy.Importance of economic uncertainty is discussed by Bansal and Yaron (2004, BY henceforth) and a model of external habit is built by Campbell and Cochrane (1999, CC henceforth), leading to a measure of time-varying risk aversion that can be constructed from current and past consumption data and is countercyclical.Bekaert, Engstrom and Xing (2009) combine both measures in one model. Consequently, a rational channel explains why the Fed model ""works:"" high expected inflation coincides with periods of high risk aversion and/or economic uncertainty. Fama (1981), in proxy hypothesis, argues that the strong negative relationship between stock returns and inflation is due to stock returns anticipating future economic activity and inflation acting as a proxy for expected real activity.Vuolteenaho and John Y (2004) identify that almost 80% time-series variation in stock-market is explained by inflation. Fama (1981) empirically depicts a negative relationship of inflation with stock prices in post 1953 period. He explains that the forecasting in stock prices may be done with the help of change in inflationary expectations. …","An increase in inflation can raise the KSE 100 index value, but persistent inflation will eventually result in a negative impact on the KSE100 index.",question,3966,149.0
1447,does no3 improve exercise performance?,Influence of dietary nitrate supplementation on physiological and muscle metabolic adaptations to sprint interval training.,"We hypothesized that 4 wk of dietary nitrate supplementation would enhance exercise performance and muscle metabolic adaptations to sprint interval training (SIT). Thirty-six recreationally active subjects, matched on key variables at baseline, completed a series of exercise tests before and following a 4-wk period in which they were allocated to one of the following groups: 1) SIT and [Formula: see text]-depleted beetroot juice as a placebo (SIT+PL); 2) SIT and [Formula: see text]-rich beetroot juice (~13 mmol [Formula: see text]/day; SIT+BR); or 3) no training and [Formula: see text]-rich beetroot juice (NT+BR). During moderate-intensity exercise, pulmonary oxygen uptake was reduced by 4% following 4 wk of SIT+BR and NT+BR (P < 0.05) but not SIT+PL. The peak work rate attained during incremental exercise increased more in SIT+BR than in SIT+PL (P < 0.05) or NT+BR (P < 0.001). The reduction in muscle and blood [lactate] and the increase in muscle pH from preintervention to postintervention were greater at 3 min of severe-intensity exercise in SIT+BR compared with SIT+PL and NT+BR (P < 0.05). However, the change in severe-intensity exercise performance was not different between SIT+BR and SIT+PL (P > 0.05). The relative proportion of type IIx muscle fibers in the vastus lateralis muscle was reduced in SIT+BR only (P < 0.05). These findings suggest that BR supplementation may enhance some aspects of the physiological adaptations to SIT.NEW & NOTEWORTHY We investigated the influence of nitrate-rich and nitrate-depleted beetroot juice on the muscle metabolic and physiological adaptations to 4 wk of sprint interval training. Compared with placebo, dietary nitrate supplementation reduced the O2 cost of submaximal exercise, resulted in greater improvement in incremental (but not severe-intensity) exercise performance, and augmented some muscle metabolic adaptations to training. Nitrate supplementation may facilitate some of the physiological responses to sprint interval training.","Dietary nitrate supplementation with beetroot juice may enhance some aspects of the physiological adaptations to sprint interval training, resulting in greater improvement in incremental exercise performance.",question,2008,208.0
19822,does avoiding red meat improve health?,Adopting a Mediterranean-Style Eating Pattern with Different Amounts of Lean Unprocessed Red Meat Does Not Influence Short-Term Subjective Personal Well-Being in Adults with Overweight or Obesity,"ABSTRACT Background Reducing red meat intake is commonly recommended. Limited observational studies suggest that healthy eating patterns with red meat are associated with improved quality of life. Objective The secondary objectives of this randomized crossover controlled-feeding trial were to assess the effects of following a Mediterranean-style eating pattern (Med-Pattern) with different amounts of red meat on indexes of personal well-being (i.e., perceived quality of life, mood, and sleep) in overweight or obese adults. We hypothesized that following a Med-Pattern would improve these outcomes, independent of red meat intake amount. Methods Forty-one participants [aged 46 ± 2 y; body mass index (kg/m2): 30.5 ± 0.6;n = 28 women,n = 13 men) were provided Med-Pattern foods for two 5-wk periods separated by 4 wk of self-selected eating. The Med-Red Pattern contained ∼500 g/wk (typical US intake), and the Med-Control Pattern contained ∼200 g/wk (commonly recommended intake in heart-healthy eating patterns) of lean, unprocessed beef or pork compensated with mainly poultry and dairy. Baseline and postintervention outcomes measured were perceived quality of life via the MOS 36-Item Short-Form Health Survey, version 2 (SF-36v2), daily mood states via the Profile of Mood States (POMS), sleep perceptions via the Pittsburgh Sleep Quality Index, and sleep patterns via actigraphy. Data were analyzed via a doubly repeated-measures ANOVA adjusted for age, sex, and body mass at each time point. Results Following a Med-Pattern did not change domains of physical health, mental health, total mood disturbances, sleep perceptions, and sleep patterns but improved subdomains of physical health role limitations (SF-36v2: 93.6–96.7%;P = 0.038), vitality (SF-36v2: 57.9–63.0%;P = 0.020), and fatigue (POMS: 2.9–2.5 arbitrary units;P = 0.039). There were no differences between the Med-Red and Med-Control Patterns (time × pattern,P-interaction > 0.05). Conclusion Following a Med-Pattern, independent of lean, unprocessed red meat intake, may not be an effective short-term strategy to meaningfully improve indexes of personal well-being in adults who are overweight or obese. This trial was registered atclinicaltrials.gov as NCT02573129.","Following a Mediterranean-style eating pattern, independent of lean, unprocessed red meat intake, may not be an effective short-term strategy to meaningfully improve personal well-being in overweight or obese adults.",question,2243,216.0
2373,what are the determinants of fdi?,An Empirical Examination of the Determinants of Foreign Direct Investment in India,"Developing countries around the world needs huge capital for financing their strategic goals. Capital in the form of foreign direct investment (FDI) is the most favored destination for such countries. This paper examines the macroeconomic variable that act as determinants of FDI inflow into India. The potential FDI determinant is comprehensive, and includes variables proposed from literatures. The authors makes use of time series data for the period 2000-01 to 2011-12, and the study employs ordinary Least Square (OLS) method. Order of integrity for all the variables is I (1). Results indicate that among the selected variables, export, index of industrial production, inflation shows statistically significant at 5 % level.","Exports, index of industrial production, and inflation are significant determinants of FDI inflow into India.",question,730,109.0
19808,what is macrophage polarization?,Macrophage polarization: Reaching across the aisle?,Macrophage polarization may influence the pathogenesis of many human diseases; however the transcriptional program regulating this process remains poorly characterized. Gharib et al.1 highlight the high diversity of M1-to-M2 re-polarization exerted by distinct M2 stimuli via transcriptome-based pathway analysis and provide a new approach to phenotype human macrophages in clinically relevant disease states such as cystic fibrosis and asthma.,"Macrophage polarization is a process that influences the pathogenesis of diseases like cystic fibrosis and asthma, but its transcriptional program remains poorly characterized.",question,444,176.0
19646,why petroleuom is importatnt?,The Impact of Energy Security and Environment Concerns on the Fuel Mix for Light Passenger Vehicles in Australia During the Near Future: Findings from a 2015 Murdoch University Survey,"The Australian way of life is now largely dependent on imported foreign oil and petroleum products. This has two important impacts: firstly, it means the responsibility for delivering a secure supply of fuel for domestic Australian transport is maintained by foreign agents beyond our borders and is therefore not under the control of our government; secondly, there is an additional cost to the Australian economy, and individual Australian transport users, to import these fuel products in increasing volumes to meet domestic demand when local fuel resources and refining capacities are declining every year.","Australia's way of life is largely dependent on imported foreign oil and petroleum products, impacting both energy security and the economy.",question,610,140.0
9637,Can technology help people with intellectual disabilities learn?,Using technology for improving attitudes of students with intellectual disability towards mathematics,"Advancements and innovations in technology enhanced learning various skills of individuals with intellectual disability. These skills primarily include reading, writing and mathematical skills and attitudes of students on learning these skills are really important. Therefore, it is important to reveal whether technology really helps students with intellectual disability to improve their attitudes towards learning mathematics through technology. This study aims to determine the effectiveness of using technology to improve attitudes of students with intellectual disability towards mathematics. Pre-test and post-test single group design as an experimental research method was used in the study. A total number of 6 students with intellectual disability participated in the study. Students were subjected to teaching sessions of mathematical problem solving presented with computer aided videos consituted with direct instruction. Data were collected before and after teaching sessions in order to reveal the differences between pre and post teaching sessions through a survey. Results showed that students’ attitudes towards mathematics improved after teaching sessions presented with computer aided videos. Results are discussed with relevant literature and recommendations for future research and practices are provided.","Technology can help improve the attitudes of students with intellectual disabilities towards learning mathematics, as shown by their improved attitudes after teaching sessions with computer-aided videos.",question,1327,203.0
21985,why do people avoid advertisements in social media?,Unexpected and Unpredictable: Factors That Make Personalized Advertisements Creepy,"Personalized advertisements are the price we have to pay for free social media platforms. Various studies have been carried out on user acceptance of such advertisements in general and most countries have adopted laws and regulations with respect to privacy and data protection. However, not all advertisements evoke the same responses: some ads are considered more annoying, intrusive or creepy than others. In this paper, we present the results of an observational study on user responses to actual Facebook advertisements. The results show that mismatches in terms of context, unexpected data collection or inference, overly generic explanations and repetition are common causes of anxiety and distrust.","People avoid advertisements in social media due to anxiety and distrust caused by mismatches in context, unexpected data collection, overly generic explanations, and repetition.",question,706,177.0
6220,what is being happy?,HAPPINESS AS A PSYCHOLOGICAL CATEGORY,". The article analyzes the research of the category of «happiness»; in particular, psychological characteristics and indicators of a happy life, determines common and different features between such concepts as «happiness», «subjective well-being» and «cheer-fulness». The psychologists propose a model of subjective well-being, which consists of the following main interconnected components: recurrent positive emotions; negative emotions as an affective component of well-being that are rare; cognitive assessment or «global judgment» of life satisfaction. Joy is the emotional side of happiness, and pleasure is the cognitive side of happiness. The happiness factors are simultaneously sources, conditions and areas of satisfaction with life, and at times personal characteristics of a person. In order to feel happiness, it is necessary to observe two ways of self-regulation of its motivation for the world: a personal increase in the significance of people and an increase in their own capabilities. Along with the term «happiness» other terms are used as well, such as «subjective well-being» and «cheerfulness». «Subjective well-being» consists of psychological, physical and social well-being. Although they have similarities, such terms are not identical and quite independent. Happiness is a sharp and intense sensation; from the point of view of expression other terms are weaker. The most transitory is a feeling of happiness. The longer is the psychological well-being, the longer is the pleasure of life. The authors analyze the psychological, physical and social components of subjective well-being, and the article also defines the external (objective) and internal (subjective) factors of happiness. They distinguish between external (health, income, work, social status, education, age, gender, religion, leisure), internal (neuroticism, extra-version, joy, love) and subjective (assessment of the subject in accor-dance with his life settings) determinants of happiness. Human happiness lies precisely in a peculiar combination of these factors.","Happiness consists of interconnected components: recurrent positive emotions, rare negative emotions, and a cognitive assessment of life satisfaction.",question,2065,150.0
7307,does microbiome affect leukemia,The Microbiome in Childhood Acute Lymphoblastic Leukemia,"Simple Summary The role of the microbiome for the development and treatment of acute lymphoblastic leukemia (ALL) is not well understood. The immune system and microbiota closely interact and perturbations have strong implications for ALL development and course of the treatment. Significant differences in the microbiome with reduced diversity have been observed already at the onset of disease and have potential implications for leukemogenesis. Furthermore, the regular chemotherapeutic treatment regimen severely perturbs the microbiome, being associated with severe side effects such as mucositis, systemic inflammation, or infections. Herein, we review the latest microbiome studies in pediatric ALL patients, as well as provide an overview of current and future options to modulate the microbiome to improve the treatment’s outcome or even prevent leukemia development. Abstract For almost 30 years, the term “holobiont” has referred to an ecological unit where a host (e.g., human) and all species living in or around it are considered together. The concept highlights the complex interactions between the host and the other species, which, if disturbed may lead to disease and premature aging. Specifically, the impact of microbiome alterations on the etiology of acute lymphoblastic leukemia (ALL) in children is not fully understood, but has been the focus of much research in recent years. In ALL patients, significant reductions in microbiome diversity are already observable at disease onset. It remains unclear whether such alterations at diagnosis are etiologically linked with leukemogenesis or simply due to immunological alteration preceding ALL onset. Regardless, all chemotherapeutic treatment regimens severely affect the microbiome, accompanied by severe side effects, including mucositis, systemic inflammation, and infection. In particular, dominance of Enterococcaceae is predictive of infections during chemotherapy. Long-term dysbiosis, like depletion of Faecalibacterium, has been observed in ALL survivors. Modulation of the microbiome (e.g., by fecal microbiota transplant, probiotics, or prebiotics) is currently being researched for potential protective effects. Herein, we review the latest microbiome studies in pediatric ALL patients.","Reduced microbiome diversity is observed at the onset of childhood acute lymphoblastic leukemia, but its role in leukemogenesis remains unclear.",question,2270,144.0
